http://00272781hubpointmicrosoft.myportfolio.com,2
00000000883838383992929292222.ratingandreviews.in,2
00272781hubpointmicrosoft.myportfolio.com,2
00272781hubpointmicrosoft.myportfolio.com,2
microsoft-alerts.com,2
http://00272781hubpointmicrosoft.myportfolio.com,2
http://00272781hubpointmicrosoft.myportfolio.com,2
https://2no.co/2tY0C7,2
https://2no.co/2tY0C7,2
2no.co,2
http://dawnsdailybread.com.ru/dhlshipping/delivery/error.php?email=,2
http://dawnsdailybread.com.ru/dhlshipping/delivery/error.php?email=,2
dawnsdailybread.com.ru,2
http://dawn-vigorous-approach.glitch.me/fcewrgf.html,2
http://dawn-vigorous-approach.glitch.me/fcewrgf.html,2
dawn-vigorous-approach.glitch.me,2
http://dawn-vigorous-approach.glitch.me/fcewrgf.html,2
http://dawn-vigorous-approach.glitch.me/fcewrgf.html,2
http://dawq.telegrc.cc,2
http://dawq.telegrc.cc,2
dawq.telegrc.cc,2
https://2no.co/2tY0C7,2
http://dawnsdailybread.com.ru/dhlshipping/delivery/error.php?email=,2
http://dawn-vigorous-approach.glitch.me/fcewrgf.html,2
http://dawq.telegrc.cc,2
https://savx.app/,2,external
savx.app,2,external
https://phishtank.org/phish_search.php,2,external
phishtank.org,2,external
2no.co/2ty0c7,2
2no.co,2
dawnsdailybread.com.ru/dhlshipping/delivery/error.php?email=,2
dawnsdailybread.com.ru,2
dawn-vigorous-approach.glitch.me/fcewrgf.html,2
dawn-vigorous-approach.glitch.me,2
dawq.telegrc.cc,2
dawq.telegrc.cc,2
https://magebit.com/,2,external
magebit.com,2,external
2no.co/2ty0c7,2
2no.co,2
dawnsdailybread.com.ru/dhlshipping/delivery/error.php?email=,2
dawnsdailybread.com.ru,2
dawn-vigorous-approach.glitch.me/fcewrgf.html,2
dawn-vigorous-approach.glitch.me,2
dawq.telegrc.cc,2
dawq.telegrc.cc,2
x.com,0
x.com,0
x.com,0
x.com,0
induscorofc.ind.br,0
induscorofc.ind.br,0
induscorofc.ind.br,0
induscorofc.ind.br,0
www.linux.ie/mailman/listinfo/ilug,0
www.linux.ie,0
www.newsisfree.com/click/-5,0
www.newsisfree.com/images/fark/cbc.ca.gif,0
www.newsisfree.com,0
www.siliconvalley.com/mld/siliconvalley/4144696.htm?template=contentmodules/printstory.jspposted,0
www.ceert.org).it's,0
www.siliconvalley.com,0
www.cs.ncl.ac.uk/old/people/brian.randell/home.formal/nato/index.htmlalso,0
www.cs.ncl.ac.uk/old/people/brian.randell/home.formal/nato/n1968/inde,0
www.cs.ncl.ac.uk,0
www.eff.org/to,0
www.eff.org/support,0
action.eff.org/action/index.asp?step=2&item=2224join,0
www.eff.org/support/-=end=-----------------------------------------------------------*,0
action.eff.org/action/index.asp?step=2&item=2274join,0
www.eff.org/support/-=end=-----------------------------------------------------------*,0
www.lawsnet.com,0
www.shopsthatgive.com/complete,0
www.shopsthatgive.com/category.aspxbuy,0
www.eff.org/promo/books.html-=end=-----------------------------------------------------------*,0
news.com.com/2009-1001-964628.html?tag=fd_lede1_hed~,0
www.thescotsman.co.uk/international.cfm?id=1242812002~,0
www.washingtonpost.com/wp-dyn/articles/a32476-2002oct28.html~,0
www.ala.org/washoff/teach.html-=end=-----------------------------------------------------------*,0
www.eff.org/editor:,0
www.eff.org/support/membership,0
action.eff.org/subscribe/.,0
action.eff.org/action/login.asp.to,0
www.eff.org/effector,0
action.eff.org,0
www.washingtonpost.com,0
www.livejournal.com/talkread.bml?journal=jwz&itemid=63309,0
www.livejournal.com/talkread.bml?journal=jwz&itemid=63309,0
www.livejournal.com,0
listman.redhat.com/mailman/listinfo/exmh-users,0
listman.redhat.com,0
scriptingnews.userland.com/backissues/2002/09/24#when:3:59:56pm,0
radio.weblogs.com/0104308/2002/09/24.html,0
scriptingnews.userland.com,0
radio.weblogs.com,0
boingboing.net/#85481344,0
www.warchalking.org/story/2002/9/22/223831/236,0
www.quicktopic.com/boing/h/vsvyctze7hs,0
www.warchalking.org,0
boingboing.net,0
www.quicktopic.com,0
tmda.net/releases/old,0
www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390,0
lists.sourceforge.net/lists/listinfo/spamassassin-talk,0
www.inphonic.com,0
tmda.net,0
lists.sourceforge.net,0
www.thisislocallondon.co.uk/news/weird/display.var.633939.bizarre+london.0.html,0
mobile.msn.com,0
us.click.yahoo.com/rrpzmc/jtmeaa/mvfiaa/7gsolb/tm,0
docs.yahoo.com/info/terms,0
us.click.yahoo.com,0
mobile.msn.com,0
www.thisislocallondon.co.uk,0
docs.yahoo.com,0
www.linux.ie/mailman/listinfo/ilug,0
www.linux.ie,0
xent.com/mailman/listinfo/fork,0
xent.com,0
www.linux.ie/mailman/listinfo/ilug,0
www.linux.ie,0
www.postfun.com/pfp/worbois.html,0
www.postfun.com,0
www.kanga.nu/~claw,0
listman.redhat.com/mailman/listinfo/exmh-users,0
listman.redhat.com,0
www.kanga.nu,0
xent.com/mailman/listinfo/fork",0
xent.com,0
www.picotech.com/applications/colossus.html2),0
www.google.com/search?q=optical-computing>,0
www.google.com/search?q=fourier-optics>,0
www.picotech.com,0
www.google.com,0
lists.freshrpms.net/mailman/listinfo/rpm-list,0
lists.freshrpms.net,0
